id	credit_id	payment_date	type_id	sum
14301	939	22.07.2021	2	597.19
14302	958	22.07.2021	2	326.25
14303	959	22.07.2021	2	103.13
14304	1004	22.07.2021	2	735.00
14305	1012	22.07.2021	2	322.50
14306	1044	22.07.2021	1	83.33
14307	1049	22.07.2021	1	4500.00
14308	1051	22.07.2021	2	183.75
14309	1077	22.07.2021	1	1000.00
14310	1079	22.07.2021	1	3500.00
14311	1108	22.07.2021	2	461.25
14312	49	23.07.2021	2	113.31
14313	129	23.07.2021	1	281.25
14314	145	23.07.2021	1	22.73
14315	145	23.07.2021	1	22.73
14316	166	23.07.2021	2	1724.42
14317	170	23.07.2021	2	1342.89
14318	186	23.07.2021	2	322.50
14319	254	23.07.2021	2	955.89
14320	274	23.07.2021	1	153.85
14321	292	23.07.2021	1	71.30
14322	331	23.07.2021	2	3462.86
14323	349	23.07.2021	1	218.75
14324	378	23.07.2021	2	537.12
14325	379	23.07.2021	2	110.68
14326	424	23.07.2021	2	307.69
14327	459	23.07.2021	2	850.71
14328	468	23.07.2021	1	409.09
14329	480	23.07.2021	1	166.67
14330	521	23.07.2021	2	244.47
14331	532	23.07.2021	1	79.73
14332	544	23.07.2021	2	98.53
14333	545	23.07.2021	2	129.55
14334	547	23.07.2021	2	487.87
14335	577	23.07.2021	2	473.75
14336	578	23.07.2021	2	97.12
14337	578	23.07.2021	2	97.12
14338	578	23.07.2021	2	97.12
14339	591	23.07.2021	2	305.47
14340	621	23.07.2021	1	444.44
14341	634	23.07.2021	1	218.75
14342	644	23.07.2021	1	250.00
14343	667	23.07.2021	2	774.01
14344	691	23.07.2021	1	125.00
14345	694	23.07.2021	1	1250.00
14346	709	23.07.2021	2	2079.03
14347	712	23.07.2021	2	654.29
14348	719	23.07.2021	2	2790.00
14349	733	23.07.2021	1	71.43
14350	745	23.07.2021	1	227.27
14351	745	23.07.2021	1	227.27
14352	745	23.07.2021	1	227.27
14353	745	23.07.2021	2	643.75
14354	750	23.07.2021	1	39.52
14355	760	23.07.2021	1	333.33
14356	794	23.07.2021	2	122.50
14357	796	23.07.2021	2	954.00
14358	824	23.07.2021	2	1921.02
14359	835	23.07.2021	1	375.00
14360	838	23.07.2021	1	166.67
14361	857	23.07.2021	1	318.18
14362	860	23.07.2021	1	500.00
14363	902	23.07.2021	1	833.33
14364	902	23.07.2021	2	787.50
14365	909	23.07.2021	1	571.43
14366	909	23.07.2021	2	660.00
14367	909	23.07.2021	2	660.00
14368	931	23.07.2021	1	1750.00
14369	945	23.07.2021	2	585.00
14370	954	23.07.2021	2	761.25
14371	967	23.07.2021	2	1412.50
14372	974	23.07.2021	1	875.00
14373	992	23.07.2021	2	201.32
14374	1006	23.07.2021	1	1125.00
14375	1011	23.07.2021	1	250.00
14376	1014	23.07.2021	2	855.00
14377	1021	23.07.2021	1	500.00
14378	1021	23.07.2021	2	469.22
14379	1031	23.07.2021	1	1125.00
14380	1031	23.07.2021	2	732.86
14381	1032	23.07.2021	2	471.00
14382	1037	23.07.2021	2	1192.50
14383	1038	23.07.2021	2	985.50
14384	1050	23.07.2021	2	1248.75
14385	1054	23.07.2021	2	206.25
14386	1063	23.07.2021	1	1500.00
14387	1066	23.07.2021	2	1282.50
14388	1068	23.07.2021	2	72.69
14389	1074	23.07.2021	2	567.95
14390	1082	23.07.2021	1	500.00
14391	1099	23.07.2021	1	500.00
14392	1107	23.07.2021	2	915.00
14393	46	24.07.2021	2	662.02
14394	87	24.07.2021	2	593.75
14395	105	24.07.2021	2	550.80
14396	137	24.07.2021	1	125.00
14397	148	24.07.2021	2	369.38
14398	153	24.07.2021	2	329.32
14399	154	24.07.2021	2	454.55
14400	163	24.07.2021	2	398.82
14401	163	24.07.2021	2	398.82
14402	197	24.07.2021	2	219.81
14403	203	24.07.2021	2	232.50
14404	251	24.07.2021	2	64.44
14405	328	24.07.2021	2	2143.64
14406	353	24.07.2021	2	970.00
14407	403	24.07.2021	2	356.25
14408	426	24.07.2021	1	200.00
14409	436	24.07.2021	2	645.24
14410	478	24.07.2021	1	156.25
14411	481	24.07.2021	1	217.39
14412	483	24.07.2021	2	1329.55
14413	487	24.07.2021	1	41.67
14414	507	24.07.2021	1	58.69
14415	527	24.07.2021	2	1895.00
14416	529	24.07.2021	2	358.13
14417	548	24.07.2021	1	90.91
14418	570	24.07.2021	2	1162.84
14419	634	24.07.2021	2	487.50
14420	664	24.07.2021	1	41.67
14421	678	24.07.2021	1	50.44
14422	741	24.07.2021	2	142.42
14423	756	24.07.2021	1	13.54
14424	762	24.07.2021	2	83.08
14425	767	24.07.2021	1	642.86
14426	783	24.07.2021	1	1000.00
14427	795	24.07.2021	1	666.67
14428	823	24.07.2021	2	80.51
14429	846	24.07.2021	1	1125.00
14430	858	24.07.2021	2	1185.00
14431	865	24.07.2021	1	142.86
14432	869	24.07.2021	2	127.00
14433	872	24.07.2021	2	464.06
14434	873	24.07.2021	2	199.41
14435	879	24.07.2021	2	61.79
14436	889	24.07.2021	1	285.71
14437	891	24.07.2021	2	111.45
14438	891	24.07.2021	2	111.45
14439	893	24.07.2021	2	750.00
14440	902	24.07.2021	2	787.50
14441	916	24.07.2021	2	105.00
14442	916	24.07.2021	2	105.00
14443	925	24.07.2021	2	350.00
14444	929	24.07.2021	2	2670.00
14445	931	24.07.2021	2	452.81
14446	935	24.07.2021	1	1250.00
14447	945	24.07.2021	2	585.00
14448	949	24.07.2021	2	257.50
14449	984	24.07.2021	2	673.60
14450	1011	24.07.2021	2	170.00
14451	1021	24.07.2021	2	469.22
14452	1033	24.07.2021	2	267.72
14453	1039	24.07.2021	1	1500.00
14454	1050	24.07.2021	2	1248.75
14455	1072	24.07.2021	2	438.75
14456	1079	24.07.2021	2	1680.00
14457	1088	24.07.2021	2	717.19
14458	1106	24.07.2021	1	1000.00
14459	1108	24.07.2021	1	1500.00
14460	1113	24.07.2021	2	913.23
14461	1114	24.07.2021	1	100.00
14462	1124	24.07.2021	2	1050.00
14463	64	25.07.2021	2	83.01
14464	82	25.07.2021	2	2856.11
14465	93	25.07.2021	2	86.54
14466	129	25.07.2021	2	1310.63
14467	130	25.07.2021	2	271.07
14468	142	25.07.2021	2	51.68
14469	151	25.07.2021	1	300.00
14470	166	25.07.2021	1	159.09
14471	174	25.07.2021	1	88.24
14472	196	25.07.2021	1	166.67
14473	223	25.07.2021	2	858.75
14474	224	25.07.2021	2	284.38
14475	268	25.07.2021	1	178.57
14476	286	25.07.2021	2	422.53
14477	287	25.07.2021	2	1522.50
14478	367	25.07.2021	1	200.00
14479	370	25.07.2021	2	768.00
14480	383	25.07.2021	1	375.00
14481	388	25.07.2021	2	44.73
14482	393	25.07.2021	2	1404.55
14483	450	25.07.2021	1	71.18
14484	489	25.07.2021	1	125.00
14485	518	25.07.2021	2	360.94
14486	521	25.07.2021	1	125.00
14487	525	25.07.2021	2	1071.56
14488	539	25.07.2021	2	1039.09
14489	543	25.07.2021	2	179.53
14490	548	25.07.2021	2	458.40
14491	554	25.07.2021	2	81.64
14492	582	25.07.2021	1	45.45
14493	588	25.07.2021	1	83.33
14494	600	25.07.2021	2	525.00
14495	606	25.07.2021	2	185.96
14496	614	25.07.2021	2	129.55
14497	621	25.07.2021	2	1900.00
14498	629	25.07.2021	2	379.00
14499	639	25.07.2021	1	166.67
14500	661	25.07.2021	2	430.17
14501	662	25.07.2021	2	293.95
14502	684	25.07.2021	2	21.71
14503	698	25.07.2021	2	727.78
14504	743	25.07.2021	1	141.31
14505	760	25.07.2021	2	185.83
14506	770	25.07.2021	1	148.02
14507	779	25.07.2021	1	900.00
14508	780	25.07.2021	2	1583.75
14509	789	25.07.2021	1	125.00
14510	791	25.07.2021	1	1666.67
14511	832	25.07.2021	2	1336.50
14512	844	25.07.2021	1	55.56
14513	848	25.07.2021	2	702.63
14514	855	25.07.2021	2	888.75
14515	855	25.07.2021	2	888.75
14516	864	25.07.2021	1	2500.00
14517	881	25.07.2021	2	990.00
14518	894	25.07.2021	1	166.67
14519	901	25.07.2021	1	571.43
14520	911	25.07.2021	2	185.63
14521	916	25.07.2021	2	105.00
14522	925	25.07.2021	2	350.00
14523	935	25.07.2021	2	571.88
14524	951	25.07.2021	2	892.50
14525	956	25.07.2021	2	772.50
14526	959	25.07.2021	2	103.13
14527	970	25.07.2021	2	281.25
14528	977	25.07.2021	2	167.50
14529	1002	25.07.2021	1	750.00
14530	1011	25.07.2021	2	170.00
14531	1012	25.07.2021	1	312.50
14532	1012	25.07.2021	2	322.50
14533	1028	25.07.2021	2	660.00
14534	1046	25.07.2021	2	80.45
14535	1056	25.07.2021	1	1500.00
14536	1061	25.07.2021	1	500.00
14537	1076	25.07.2021	1	1250.00
14538	1076	25.07.2021	2	1350.00
14539	1083	25.07.2021	2	562.50
14540	1083	25.07.2021	2	562.50
14541	1087	25.07.2021	2	210.00
14542	1092	25.07.2021	2	690.00
14543	1100	25.07.2021	1	1000.00
14544	1112	25.07.2021	2	848.75
14545	1118	25.07.2021	2	2100.00
14546	1119	25.07.2021	2	386.54
14547	1123	25.07.2021	2	1470.00
14548	93	26.07.2021	1	19.23
14549	93	26.07.2021	2	86.54
14550	116	26.07.2021	2	1017.69
14551	183	26.07.2021	2	71.17
14552	196	26.07.2021	1	166.67
14553	196	26.07.2021	2	384.30
14554	197	26.07.2021	2	219.81
14555	241	26.07.2021	1	21.74
14556	267	26.07.2021	1	264.71
14557	268	26.07.2021	2	711.67
14558	272	26.07.2021	1	77.57
14559	296	26.07.2021	1	416.67
14560	301	26.07.2021	1	700.00
14561	302	26.07.2021	2	59.18
14562	304	26.07.2021	1	21.74
14563	304	26.07.2021	1	21.74
14564	325	26.07.2021	2	685.71
14565	325	26.07.2021	2	685.71
14566	329	26.07.2021	2	503.51
14567	353	26.07.2021	2	970.00
14568	405	26.07.2021	2	617.93
14569	405	26.07.2021	2	617.93
14570	424	26.07.2021	2	307.69
14571	459	26.07.2021	2	850.71
14572	478	26.07.2021	2	544.44
14573	500	26.07.2021	2	1583.33
14574	501	26.07.2021	2	1196.88
14575	516	26.07.2021	1	83.33
14576	541	26.07.2021	2	728.85
14577	588	26.07.2021	1	83.33
14578	601	26.07.2021	2	240.63
14579	607	26.07.2021	2	318.33
14580	607	26.07.2021	2	318.33
14581	608	26.07.2021	2	344.70
14582	622	26.07.2021	2	189.50
14583	622	26.07.2021	2	189.50
14584	622	26.07.2021	2	189.50
14585	626	26.07.2021	1	145.06
14586	636	26.07.2021	1	31.15
14587	651	26.07.2021	1	166.67
14588	667	26.07.2021	1	64.37
14589	682	26.07.2021	2	146.84
14590	690	26.07.2021	1	428.57
14591	698	26.07.2021	1	416.67
14592	707	26.07.2021	2	537.35
14593	736	26.07.2021	2	71.37
14594	743	26.07.2021	1	141.31
14595	745	26.07.2021	1	227.27
14596	754	26.07.2021	2	420.86
14597	773	26.07.2021	1	400.00
14598	786	26.07.2021	2	1965.67
14599	823	26.07.2021	2	80.51
14600	824	26.07.2021	2	1921.02
14601	829	26.07.2021	2	997.50
14602	844	26.07.2021	2	106.36
14603	860	26.07.2021	2	420.00
14604	867	26.07.2021	1	800.00
14605	872	26.07.2021	1	625.00
14606	879	26.07.2021	2	61.79
14607	903	26.07.2021	2	1825.00
14608	918	26.07.2021	2	797.14
14609	945	26.07.2021	2	585.00
14610	945	26.07.2021	2	585.00
14611	962	26.07.2021	2	109.38
14612	965	26.07.2021	1	375.00
14613	1012	26.07.2021	1	312.50
14614	1022	26.07.2021	1	625.00
14615	1022	26.07.2021	2	436.36
14616	1036	26.07.2021	1	500.00
14617	1039	26.07.2021	2	1980.00
14618	1068	26.07.2021	1	100.00
14619	1076	26.07.2021	1	1250.00
14620	1078	26.07.2021	2	860.00
14621	1081	26.07.2021	2	460.00
14622	1088	26.07.2021	2	717.19
14623	1094	26.07.2021	1	200.00
14624	1096	26.07.2021	2	476.88
14625	1101	26.07.2021	2	528.75
14626	1107	26.07.2021	1	750.00
14627	1111	26.07.2021	2	6.22
14628	1118	26.07.2021	1	5000.00
14629	1123	26.07.2021	1	3500.00
14630	1124	26.07.2021	1	2500.00
14631	1125	26.07.2021	1	750.00
14632	1129	26.07.2021	2	140.00
14633	34	27.07.2021	1	11.76
14634	82	27.07.2021	1	61.43
14635	102	27.07.2021	2	635.38
14636	157	27.07.2021	2	377.87
14637	165	27.07.2021	1	281.25
14638	168	27.07.2021	1	227.27
14639	185	27.07.2021	2	297.79
14640	241	27.07.2021	1	21.74
14641	247	27.07.2021	2	1140.00
14642	265	27.07.2021	2	761.25
14643	281	27.07.2021	2	169.45
14644	292	27.07.2021	1	71.30
14645	303	27.07.2021	2	337.50
14646	329	27.07.2021	2	503.51
14647	330	27.07.2021	2	244.65
14648	334	27.07.2021	1	192.31
14649	357	27.07.2021	2	508.93
14650	357	27.07.2021	2	508.93
14651	405	27.07.2021	2	617.93
14652	406	27.07.2021	1	107.14
14653	415	27.07.2021	1	214.29
14654	426	27.07.2021	2	345.00
14655	449	27.07.2021	2	405.52
14656	449	27.07.2021	2	405.52
14657	450	27.07.2021	1	71.18
14658	495	27.07.2021	1	195.65
14659	501	27.07.2021	2	1196.88
14660	530	27.07.2021	2	163.29
14661	543	27.07.2021	2	179.53
14662	556	27.07.2021	2	308.97
14663	559	27.07.2021	1	272.73
14664	563	27.07.2021	1	144.74
14665	563	27.07.2021	1	144.74
14666	563	27.07.2021	2	65.82
14667	563	27.07.2021	2	65.82
14668	574	27.07.2021	2	324.86
14669	579	27.07.2021	2	510.19
14670	605	27.07.2021	1	41.67
14671	639	27.07.2021	1	166.67
14672	640	27.07.2021	2	1292.31
14673	663	27.07.2021	2	245.26
14674	736	27.07.2021	2	71.37
14675	781	27.07.2021	2	149.17
14676	782	27.07.2021	2	970.91
14677	792	27.07.2021	1	500.00
14678	806	27.07.2021	2	464.51
14679	857	27.07.2021	1	318.18
14680	876	27.07.2021	1	166.67
14681	883	27.07.2021	2	613.85
14682	893	27.07.2021	2	750.00
14683	896	27.07.2021	2	188.75
14684	927	27.07.2021	2	136.00
14685	992	27.07.2021	2	201.32
14686	992	27.07.2021	2	201.32
14687	994	27.07.2021	1	137.69
14688	1048	27.07.2021	2	931.50
14689	1056	27.07.2021	2	300.00
14690	1065	27.07.2021	1	209.57
14691	1086	27.07.2021	2	735.00
14692	1094	27.07.2021	1	200.00
14693	1114	27.07.2021	2	148.93
14694	1129	27.07.2021	1	500.00
14695	1129	27.07.2021	1	500.00
14696	1129	27.07.2021	2	140.00
14697	1131	27.07.2021	2	465.00
14698	1132	27.07.2021	2	1050.00
14699	49	28.07.2021	2	113.31
14700	81	28.07.2021	2	613.75
14701	93	28.07.2021	2	86.54
14702	116	28.07.2021	2	1017.69
14703	130	28.07.2021	2	271.07
14704	153	28.07.2021	1	65.22
14705	208	28.07.2021	1	18.49
14706	229	28.07.2021	1	83.33
14707	249	28.07.2021	2	11640.00
14708	268	28.07.2021	1	178.57
14709	350	28.07.2021	2	547.14
14710	384	28.07.2021	1	42.71
14711	394	28.07.2021	1	250.00
14712	413	28.07.2021	2	3799.29
14713	414	28.07.2021	1	263.16
14714	449	28.07.2021	1	133.33
14715	450	28.07.2021	1	71.18
14716	467	28.07.2021	2	74.03
14717	516	28.07.2021	1	83.33
14718	521	28.07.2021	2	244.47
14719	522	28.07.2021	2	540.00
14720	578	28.07.2021	2	97.12
14721	581	28.07.2021	1	166.67
14722	596	28.07.2021	2	135.70
14723	607	28.07.2021	2	318.33
14724	626	28.07.2021	2	15.71
14725	648	28.07.2021	2	345.00
14726	683	28.07.2021	1	800.00
14727	684	28.07.2021	2	21.71
14728	720	28.07.2021	2	875.00
14729	720	28.07.2021	2	875.00
14730	760	28.07.2021	2	185.83
14731	800	28.07.2021	2	587.05
14732	827	28.07.2021	2	747.27
14733	865	28.07.2021	2	472.50
14734	872	28.07.2021	2	464.06
14735	885	28.07.2021	1	100.00
14736	893	28.07.2021	2	750.00
14737	895	28.07.2021	2	1200.00
14738	929	28.07.2021	1	800.00
14739	930	28.07.2021	1	666.67
14740	933	28.07.2021	1	7.52
14741	972	28.07.2021	1	800.00
14742	975	28.07.2021	1	875.00
14743	992	28.07.2021	2	201.32
14744	1011	28.07.2021	2	170.00
14745	1013	28.07.2021	2	656.25
14746	1014	28.07.2021	2	855.00
14747	1038	28.07.2021	1	1125.00
14748	1038	28.07.2021	2	985.50
14749	1038	28.07.2021	2	985.50
14750	1040	28.07.2021	1	500.00
14751	1051	28.07.2021	2	183.75
14752	1061	28.07.2021	2	580.00
14753	1061	28.07.2021	2	580.00
14754	1064	28.07.2021	2	570.00
14755	1072	28.07.2021	1	1500.00
14756	1072	28.07.2021	2	438.75
14757	1083	28.07.2021	2	562.50
14758	1104	28.07.2021	1	2000.00
14759	1116	28.07.2021	1	1250.00
14760	1116	28.07.2021	2	459.38
14761	1126	28.07.2021	2	132.50
14762	1129	28.07.2021	2	140.00
14763	1130	28.07.2021	2	2325.00
14764	1132	28.07.2021	1	2500.00
14765	1141	28.07.2021	2	111.67
14766	35	29.07.2021	1	83.33
14767	59	29.07.2021	2	687.59
14768	87	29.07.2021	2	593.75
14769	140	29.07.2021	1	187.50
14770	166	29.07.2021	2	1724.42
14771	188	29.07.2021	2	250.21
14772	208	29.07.2021	2	309.66
14773	216	29.07.2021	1	129.63
14774	242	29.07.2021	2	1145.00
14775	248	29.07.2021	1	26.32
14776	253	29.07.2021	1	35.52
14777	267	29.07.2021	2	1265.63
14778	303	29.07.2021	2	337.50
14779	315	29.07.2021	2	335.29
14780	332	29.07.2021	1	71.43
14781	371	29.07.2021	1	66.67
14782	396	29.07.2021	2	649.43
14783	405	29.07.2021	2	617.93
14784	405	29.07.2021	2	617.93
14785	415	29.07.2021	1	214.29
14786	424	29.07.2021	2	307.69
14787	427	29.07.2021	2	269.85
14788	447	29.07.2021	1	68.18
14789	462	29.07.2021	2	298.44
14790	463	29.07.2021	2	511.61
14791	485	29.07.2021	2	4850.00
14792	493	29.07.2021	2	124.24
14793	507	29.07.2021	1	58.69
14794	521	29.07.2021	2	244.47
14795	549	29.07.2021	2	3581.25
14796	564	29.07.2021	2	59.21
14797	577	29.07.2021	2	473.75
14798	605	29.07.2021	1	41.67
14799	619	29.07.2021	1	62.50
14800	620	29.07.2021	1	236.84
14801	623	29.07.2021	1	266.67
14802	636	29.07.2021	2	222.92
14803	639	29.07.2021	1	166.67
14804	674	29.07.2021	2	16.34
14805	674	29.07.2021	2	16.34
14806	710	29.07.2021	2	472.50
14807	718	29.07.2021	2	60.67
14808	754	29.07.2021	1	61.46
14809	762	29.07.2021	2	83.08
14810	762	29.07.2021	2	83.08
14811	805	29.07.2021	2	392.50
14812	845	29.07.2021	1	285.71
14813	862	29.07.2021	1	700.00
14814	888	29.07.2021	2	252.63
14815	958	29.07.2021	2	326.25
14816	964	29.07.2021	2	1620.00
14817	966	29.07.2021	2	505.00
14818	976	29.07.2021	2	837.00
14819	996	29.07.2021	1	833.33
14820	997	29.07.2021	1	428.57
14821	997	29.07.2021	2	504.00
14822	1013	29.07.2021	1	312.50
14823	1020	29.07.2021	1	1666.67
14824	1021	29.07.2021	2	469.22
14825	1024	29.07.2021	2	125.46
14826	1054	29.07.2021	1	500.00
14827	1061	29.07.2021	2	580.00
14828	1081	29.07.2021	2	460.00
14829	1088	29.07.2021	2	717.19
14830	1091	29.07.2021	1	250.00
14831	1120	29.07.2021	1	2500.00
14832	1131	29.07.2021	1	375.00
14833	1135	29.07.2021	2	1060.00
14834	1137	29.07.2021	2	70.00
14835	1138	29.07.2021	1	2000.00
14836	1143	29.07.2021	2	495.00
14837	58	30.07.2021	1	85.90
14838	93	30.07.2021	1	19.23
14839	143	30.07.2021	2	748.47
14840	148	30.07.2021	1	222.22
14841	150	30.07.2021	2	1080.00
14842	183	30.07.2021	2	71.17
14843	206	30.07.2021	1	1166.67
14844	239	30.07.2021	2	1010.00
14845	273	30.07.2021	2	1127.50
14846	307	30.07.2021	1	71.43
14847	316	30.07.2021	1	250.00
14848	358	30.07.2021	2	244.80
14849	405	30.07.2021	2	617.93
14850	413	30.07.2021	2	3799.29
14851	444	30.07.2021	2	673.71
14852	447	30.07.2021	2	184.31
14853	472	30.07.2021	2	2073.21
14854	474	30.07.2021	2	5700.00
14855	478	30.07.2021	2	544.44
14856	480	30.07.2021	1	166.67
14857	487	30.07.2021	2	152.76
14858	525	30.07.2021	2	1071.56
14859	556	30.07.2021	2	308.97
14860	570	30.07.2021	2	1162.84
14861	582	30.07.2021	1	45.45
14862	606	30.07.2021	1	15.51
14863	619	30.07.2021	2	570.00
14864	620	30.07.2021	1	236.84
14865	628	30.07.2021	1	20.83
14866	629	30.07.2021	2	379.00
14867	654	30.07.2021	2	215.36
14868	665	30.07.2021	2	391.67
14869	667	30.07.2021	2	774.01
14870	689	30.07.2021	2	71.70
14871	691	30.07.2021	2	392.73
14872	695	30.07.2021	1	71.43
14873	698	30.07.2021	2	727.78
14874	726	30.07.2021	2	424.62
14875	745	30.07.2021	2	643.75
14876	789	30.07.2021	1	125.00
14877	841	30.07.2021	2	2637.50
14878	863	30.07.2021	1	62.50
14879	867	30.07.2021	1	800.00
14880	869	30.07.2021	2	127.00
14881	886	30.07.2021	1	700.00
14882	909	30.07.2021	2	660.00
14883	952	30.07.2021	1	9.71
14884	964	30.07.2021	2	1620.00
14885	993	30.07.2021	2	1040.00
14886	1014	30.07.2021	1	750.00
14887	1015	30.07.2021	2	146.25
14888	1046	30.07.2021	2	80.45
14889	1048	30.07.2021	2	931.50
14890	1057	30.07.2021	2	375.00
14891	1071	30.07.2021	2	645.00
14892	1071	30.07.2021	2	645.00
14893	1088	30.07.2021	2	717.19
14894	1090	30.07.2021	2	1390.00
14895	1092	30.07.2021	1	4000.00
14896	1103	30.07.2021	2	892.50
14897	1121	30.07.2021	2	594.55
14898	1137	30.07.2021	1	250.00
14899	1144	30.07.2021	2	495.00
14900	1148	30.07.2021	1	1000.00
14901	1148	30.07.2021	2	420.00
14902	1154	30.07.2021	1	500.00
14903	1154	30.07.2021	2	210.00
14904	48	31.07.2021	2	383.02
14905	70	31.07.2021	1	112.90
14906	81	31.07.2021	2	613.75
14907	116	31.07.2021	2	1017.69
14908	157	31.07.2021	1	242.83
14909	208	31.07.2021	1	18.49
14910	236	31.07.2021	1	78.95
14911	281	31.07.2021	2	169.45
14912	285	31.07.2021	2	297.16
14913	296	31.07.2021	1	416.67
14914	296	31.07.2021	2	378.49
14915	315	31.07.2021	1	125.00
14916	383	31.07.2021	1	375.00
14917	384	31.07.2021	1	42.71
14918	424	31.07.2021	2	307.69
14919	500	31.07.2021	1	178.57
14920	516	31.07.2021	2	425.56
14921	521	31.07.2021	1	125.00
14922	538	31.07.2021	1	125.00
14923	574	31.07.2021	2	324.86
14924	574	31.07.2021	2	324.86
14925	578	31.07.2021	2	97.12
14926	579	31.07.2021	2	510.19
14927	582	31.07.2021	1	45.45
14928	596	31.07.2021	2	135.70
14929	600	31.07.2021	1	41.67
14930	608	31.07.2021	2	344.70
14931	611	31.07.2021	2	1421.25
14932	614	31.07.2021	2	129.55
14933	628	31.07.2021	1	20.83
14934	629	31.07.2021	2	379.00
14935	636	31.07.2021	2	222.92
14936	644	31.07.2021	2	196.88
14937	648	31.07.2021	2	345.00
14938	649	31.07.2021	2	358.33
14939	666	31.07.2021	2	229.29
14940	666	31.07.2021	2	229.29
14941	672	31.07.2021	2	570.02
14942	700	31.07.2021	2	671.97
14943	710	31.07.2021	1	250.00
14944	715	31.07.2021	1	281.25
14945	756	31.07.2021	1	13.54
14946	765	31.07.2021	1	40.50
14947	773	31.07.2021	1	400.00
14948	792	31.07.2021	2	623.82
14949	797	31.07.2021	1	100.00
14950	827	31.07.2021	2	747.27
14951	848	31.07.2021	2	702.63
14952	869	31.07.2021	2	127.00
14953	881	31.07.2021	1	375.00
14954	884	31.07.2021	1	750.00
14955	893	31.07.2021	2	750.00
14956	894	31.07.2021	2	363.75
14957	894	31.07.2021	2	363.75
14958	953	31.07.2021	2	125.63
14959	962	31.07.2021	2	109.38
14960	974	31.07.2021	2	1067.50
14961	977	31.07.2021	1	250.00
14962	981	31.07.2021	2	234.45
14963	985	31.07.2021	1	166.67
14964	997	31.07.2021	2	504.00
14965	1012	31.07.2021	1	312.50
14966	1014	31.07.2021	2	855.00
14967	1015	31.07.2021	1	1500.00
14968	1018	31.07.2021	1	1666.67
14969	1027	31.07.2021	2	17.00
14970	1033	31.07.2021	2	267.72
14971	1033	31.07.2021	2	267.72
14972	1040	31.07.2021	2	178.13
14973	1066	31.07.2021	1	2250.00
14974	1070	31.07.2021	1	2250.00
14975	1081	31.07.2021	2	460.00
14976	1086	31.07.2021	2	735.00
14977	1087	31.07.2021	1	500.00
14978	1091	31.07.2021	1	250.00
14979	1097	31.07.2021	1	2500.00
14980	1102	31.07.2021	1	375.00
14981	1105	31.07.2021	1	300.00
14982	1110	31.07.2021	2	528.75
14983	1112	31.07.2021	2	848.75
14984	1128	31.07.2021	2	300.00
14985	1138	31.07.2021	2	580.00
14986	1139	31.07.2021	2	517.50
14987	1140	31.07.2021	1	100.00
14988	1140	31.07.2021	1	100.00
14989	60	01.08.2021	2	316.32
14990	64	01.08.2021	2	83.01
14991	64	01.08.2021	2	83.01
14992	130	01.08.2021	2	271.07
14993	163	01.08.2021	1	125.00
14994	167	01.08.2021	1	222.22
14995	167	01.08.2021	1	222.22
14996	175	01.08.2021	1	210.53
14997	188	01.08.2021	2	250.21
14998	222	01.08.2021	2	215.67
14999	253	01.08.2021	1	35.52
15000	273	01.08.2021	2	1127.50
15001	274	01.08.2021	1	153.85
15002	276	01.08.2021	2	130.92
15003	304	01.08.2021	2	202.00
15004	414	01.08.2021	2	1458.75
15005	427	01.08.2021	1	68.61
15006	459	01.08.2021	2	850.71
15007	462	01.08.2021	2	298.44
15008	478	01.08.2021	2	544.44
15009	480	01.08.2021	2	1185.88
15010	490	01.08.2021	2	464.15
15011	492	01.08.2021	1	157.89
15012	504	01.08.2021	1	300.00
15013	505	01.08.2021	2	10027.50
15014	518	01.08.2021	2	360.94
15015	526	01.08.2021	1	32.23
15016	526	01.08.2021	2	75.27
15017	539	01.08.2021	1	83.33
15018	543	01.08.2021	2	179.53
15019	559	01.08.2021	2	372.72
15020	591	01.08.2021	1	131.58
15021	609	01.08.2021	1	62.50
15022	636	01.08.2021	2	222.92
15023	695	01.08.2021	2	395.00
15024	697	01.08.2021	1	136.36
15025	712	01.08.2021	2	654.29
15026	713	01.08.2021	2	1591.07
15027	719	01.08.2021	1	375.00
15028	760	01.08.2021	2	185.83
15029	786	01.08.2021	2	1965.67
15030	805	01.08.2021	2	392.50
15031	873	01.08.2021	2	199.41
15032	888	01.08.2021	2	252.63
15033	893	01.08.2021	2	750.00
15034	914	01.08.2021	1	666.67
15035	917	01.08.2021	1	500.00
15036	917	01.08.2021	2	637.50
15037	918	01.08.2021	2	797.14
15038	929	01.08.2021	2	2670.00
15039	930	01.08.2021	2	291.43
15040	932	01.08.2021	1	600.00
15041	942	01.08.2021	2	42.91
15042	943	01.08.2021	2	1256.25
15043	945	01.08.2021	2	585.00
15044	945	01.08.2021	2	585.00
15045	1022	01.08.2021	2	436.36
15046	1027	01.08.2021	2	17.00
15047	1031	01.08.2021	2	732.86
15048	1032	01.08.2021	2	471.00
15049	1036	01.08.2021	2	322.50
15050	1082	01.08.2021	2	296.25
15051	1095	01.08.2021	2	216.00
15052	1100	01.08.2021	2	591.43
15053	1130	01.08.2021	1	833.33
15054	1138	01.08.2021	2	580.00
15055	1142	01.08.2021	2	108.75
15056	1143	01.08.2021	2	495.00
15057	1157	01.08.2021	1	4500.00
15058	1157	01.08.2021	2	1890.00
15059	1159	01.08.2021	1	500.00
