id	user_id	issuance_date	return_date	actual_return_date	body	percent
960	1920	17.06.2021	01.07.2021	11.07.2021	4000	2280
961	1938	17.06.2021	01.07.2021	28.06.2021	2000	840
962	1353	18.06.2021	02.07.2021	26.11.2021	500	1312.5
963	1398	18.06.2021	02.07.2021	12.11.2021	3500	8452.5
964	1433	18.06.2021	02.07.2021	20.09.2021	4000	6480
965	1897	18.06.2021	02.07.2021	04.10.2021	3000	5490
966	1939	18.06.2021	02.07.2021	13.09.2021	4000	6060
967	500	19.06.2021	03.07.2021	26.09.2021	2500	4237.5
968	1391	19.06.2021	03.07.2021		3000	18990
969	1798	19.06.2021	03.07.2021	24.07.2021	3500	2572.5
970	30	20.06.2021	04.07.2021	26.07.2021	1500	1125
971	646	20.06.2021	04.07.2021	03.09.2021	5000	6675
972	1595	20.06.2021	04.07.2021	01.11.2021	4000	8880
973	1858	20.06.2021	04.07.2021	26.06.2021	1000	420
974	1953	20.06.2021	04.07.2021	06.08.2021	3500	3202.5
975	68	21.06.2021	05.07.2021	15.11.2021	3500	8452.5
976	183	21.06.2021	05.07.2021	08.09.2021	3000	4185
977	186	21.06.2021	05.07.2021	13.08.2021	1000	1005
978	307	21.06.2021	05.07.2021	28.07.2021	4000	3060
979	1906	21.06.2021	05.07.2021	20.09.2021	3500	5512.5
980	1922	21.06.2021	05.07.2021	02.07.2021	2000	840
981	47	22.06.2021	06.07.2021		2000	12570
982	251	22.06.2021	06.07.2021		3500	21997.5
983	649	22.06.2021	06.07.2021	22.11.2021	4000	10020
984	1411	22.06.2021	06.07.2021		2500	15712.5
985	1964	22.06.2021	06.07.2021	30.11.2021	500	1312.5
986	490	23.06.2021	07.07.2021	05.09.2021	5000	6600
987	1728	23.06.2021	07.07.2021	12.11.2021	2500	5850
988	1867	23.06.2021	07.07.2021	12.07.2021	1000	495
989	186	24.06.2021	08.07.2021	23.11.2021	3500	8715
990	238	24.06.2021	08.07.2021	27.06.2021	3000	1260
991	1715	24.06.2021	08.07.2021		5000	31275
992	1925	24.06.2021	08.07.2021		2000	12510
993	1992	24.06.2021	08.07.2021	13.11.2021	4000	9360
994	1995	24.06.2021	08.07.2021		5000	31275
995	490	25.06.2021	09.07.2021	26.06.2021	1500	630
996	559	25.06.2021	09.07.2021	05.08.2021	2500	2062.5
997	595	25.06.2021	09.07.2021	01.10.2021	3000	5040
998	1801	25.06.2021	09.07.2021	13.07.2021	2500	1200
999	1973	25.06.2021	09.07.2021		2500	15600
1000	278	26.06.2021	10.07.2021	26.06.2021	1500	630
1001	376	26.06.2021	10.07.2021	17.11.2021	1000	2370
1002	1445	26.06.2021	10.07.2021	13.11.2021	1500	3465
1003	1606	26.06.2021	10.07.2021		3500	21787.5
1004	1861	26.06.2021	10.07.2021	16.10.2021	3500	6615
1005	555	27.06.2021	11.07.2021	22.11.2021	2500	6075
1006	1928	27.06.2021	11.07.2021	06.08.2021	4500	3645
1007	403	28.06.2021	12.07.2021	06.08.2021	5000	3975
1008	1742	28.06.2021	12.07.2021	29.06.2021	3000	1260
1009	27	29.06.2021	13.07.2021	29.06.2021	3500	1470
1010	1577	29.06.2021	13.07.2021	29.06.2021	5000	2100
1011	1638	29.06.2021	13.07.2021	22.08.2021	1000	1020
1012	1697	29.06.2021	13.07.2021	22.10.2021	2500	4837.5
1013	1980	29.06.2021	13.07.2021	02.11.2021	2500	5250
1014	1652	30.06.2021	14.07.2021	08.10.2021	3000	5130
1015	1856	30.06.2021	14.07.2021	07.08.2021	1500	1170
1016	2008	30.06.2021	14.07.2021	27.10.2021	4000	7980
1017	1402	01.07.2021	15.07.2021	25.09.2021	2500	3750
1018	1910	01.07.2021	15.07.2021	02.11.2021	5000	10350
1019	382	03.07.2021	17.07.2021	28.08.2021	3500	3675
1020	1499	03.07.2021	17.07.2021	22.09.2021	5000	7125
1021	1620	03.07.2021	17.07.2021	09.11.2021	3500	7507.5
1022	1643	03.07.2021	17.07.2021	25.10.2021	2500	4800
1023	1792	03.07.2021	17.07.2021	27.08.2021	3500	3622.5
1024	643	04.07.2021	18.07.2021		1000	6105
1025	1356	04.07.2021	18.07.2021	19.10.2021	1000	1815
1026	1485	04.07.2021	18.07.2021		4500	27472.5
1027	371	05.07.2021	19.07.2021		3500	21315
1028	1725	05.07.2021	19.07.2021	04.08.2021	3000	1980
1029	51	06.07.2021	20.07.2021	21.08.2021	500	450
1030	1388	06.07.2021	20.07.2021	06.07.2021	3000	1260
1031	1738	06.07.2021	20.07.2021	06.09.2021	4500	5130
1032	1785	06.07.2021	20.07.2021	26.11.2021	3000	7065
1033	1858	06.07.2021	20.07.2021		4000	24300
1034	1883	06.07.2021	20.07.2021		1000	6075
1035	54	07.07.2021	21.07.2021		2000	12120
1036	361	07.07.2021	21.07.2021	05.08.2021	500	322.5
1037	516	07.07.2021	21.07.2021	15.08.2021	4500	3577.5
1038	1397	07.07.2021	21.07.2021	16.11.2021	4500	9855
1039	1465	07.07.2021	21.07.2021	06.08.2021	3000	1980
1040	1620	07.07.2021	21.07.2021	26.09.2021	500	712.5
1041	1684	07.07.2021	21.07.2021	28.07.2021	4500	2362.5
1042	2023	07.07.2021	21.07.2021	15.07.2021	2500	1050
1043	455	08.07.2021	22.07.2021	15.07.2021	3500	1470
1044	697	08.07.2021	22.07.2021	09.10.2021	500	802.5
1045	699	08.07.2021	22.07.2021	22.07.2021	2500	1050
1046	2021	08.07.2021	22.07.2021	20.10.2021	500	885
1047	1462	09.07.2021	23.07.2021		3000	18090
1048	1887	09.07.2021	23.07.2021	02.09.2021	4500	4657.5
1049	1961	09.07.2021	23.07.2021	30.07.2021	4500	2362.5
1050	1968	09.07.2021	23.07.2021	07.09.2021	4500	4995
1051	1993	09.07.2021	23.07.2021	01.10.2021	1500	2205
1052	249	10.07.2021	24.07.2021	18.07.2021	4000	1680
1053	532	10.07.2021	24.07.2021	27.07.2021	4000	1860
1054	671	10.07.2021	24.07.2021	20.08.2021	500	412.5
1055	1847	10.07.2021	24.07.2021	16.07.2021	2500	1050
1056	47	11.07.2021	25.07.2021	06.08.2021	1500	900
1057	363	11.07.2021	25.07.2021	16.08.2021	500	375
1058	409	11.07.2021	25.07.2021	01.08.2021	1000	525
1059	1621	11.07.2021	25.07.2021	13.07.2021	1500	630
1060	1997	11.07.2021	25.07.2021		5000	30000
1061	312	12.07.2021	26.07.2021	20.11.2021	4000	8700
1062	504	12.07.2021	26.07.2021		5000	29925
1063	1614	12.07.2021	26.07.2021	31.08.2021	3000	2880
1064	1876	12.07.2021	26.07.2021	12.09.2021	2000	2280
1065	1922	12.07.2021	26.07.2021		500	2992.5
1066	1945	12.07.2021	26.07.2021	24.08.2021	4500	3847.5
1067	2018	12.07.2021	26.07.2021	25.07.2021	3000	1260
1068	54	13.07.2021	27.07.2021	02.11.2021	500	945
1069	1352	13.07.2021	27.07.2021	01.11.2021	2000	3750
1070	1819	13.07.2021	27.07.2021	02.08.2021	4500	2295
1071	1873	13.07.2021	27.07.2021	05.11.2021	5000	9675
1072	1999	13.07.2021	27.07.2021	07.08.2021	1500	877.5
1073	2059	13.07.2021	27.07.2021		5000	29850
1074	12	14.07.2021	28.07.2021	27.10.2021	3500	6247.5
1075	202	14.07.2021	28.07.2021	21.07.2021	1500	630
1076	1466	14.07.2021	28.07.2021	10.09.2021	5000	5400
1077	1770	14.07.2021	28.07.2021	23.07.2021	1000	420
1078	504	15.07.2021	29.07.2021	13.08.2021	4000	2580
1079	1680	15.07.2021	29.07.2021	02.08.2021	3500	1680
1080	1727	15.07.2021	29.07.2021	15.10.2021	2000	3180
1081	1935	15.07.2021	29.07.2021	01.10.2021	3000	4140
1082	1950	15.07.2021	29.07.2021	18.09.2021	1000	1185
1083	2038	15.07.2021	29.07.2021	28.11.2021	3500	7875
1084	332	16.07.2021	30.07.2021	16.10.2021	3000	4770
1085	501	16.07.2021	30.07.2021	15.10.2021	500	787.5
1086	1623	16.07.2021	30.07.2021	24.09.2021	3500	4410
1087	1738	16.07.2021	30.07.2021	13.08.2021	1000	630
1088	2068	16.07.2021	30.07.2021	25.09.2021	4500	5737.5
1089	1381	17.07.2021	31.07.2021	18.07.2021	3500	1470
1090	1413	17.07.2021	31.07.2021	19.11.2021	4000	8340
1091	1833	17.07.2021	31.07.2021	07.08.2021	500	262.5
1092	1943	17.07.2021	31.07.2021	18.08.2021	4000	2760
1093	2058	17.07.2021	31.07.2021	20.10.2021	3500	5722.5
1094	2060	17.07.2021	31.07.2021	02.10.2021	1000	1365
1095	2062	17.07.2021	31.07.2021	13.09.2021	1000	1080
1096	271	18.07.2021	01.08.2021	21.10.2021	3500	5722.5
1097	466	18.07.2021	01.08.2021	23.09.2021	2500	3037.5
1098	699	18.07.2021	01.08.2021	14.09.2021	3000	3240
1099	2065	18.07.2021	01.08.2021	26.07.2021	500	210
1100	583	19.07.2021	02.08.2021	20.11.2021	4000	8280
1101	1501	19.07.2021	02.08.2021	23.11.2021	500	1057.5
1102	1528	19.07.2021	02.08.2021	19.10.2021	1500	2385
1103	1636	19.07.2021	02.08.2021	01.11.2021	5000	8925
1104	302	20.07.2021	03.08.2021	05.11.2021	4000	7320
1105	1570	20.07.2021	03.08.2021	27.10.2021	1500	2542.5
1106	2037	20.07.2021	03.08.2021	19.08.2021	1000	660
1107	538	21.07.2021	04.08.2021	06.09.2021	3000	2745
1108	575	21.07.2021	04.08.2021	17.08.2021	3000	1845
1109	612	21.07.2021	04.08.2021		5000	29250
1110	1435	21.07.2021	04.08.2021	23.08.2021	3000	2115
1111	1690	21.07.2021	04.08.2021		1000	5850
1112	1911	21.07.2021	04.08.2021	12.10.2021	3500	5092.5
1113	1928	21.07.2021	04.08.2021		4500	26325
1114	2034	21.07.2021	04.08.2021	23.11.2021	500	1042.5
1115	746	22.07.2021	05.08.2021	23.11.2021	3000	6210
1116	1533	22.07.2021	05.08.2021	26.08.2021	2500	1837.5
1117	1567	22.07.2021	05.08.2021	08.11.2021	1000	1845
1118	1576	22.07.2021	05.08.2021	28.07.2021	5000	2100
1119	1871	22.07.2021	05.08.2021	19.11.2021	2500	5025
1120	2065	22.07.2021	05.08.2021	18.08.2021	2500	1537.5
1121	1487	23.07.2021	06.08.2021	26.10.2021	4000	6540
1122	1949	23.07.2021	06.08.2021	05.11.2021	1000	1785
1123	461	24.07.2021	07.08.2021	30.07.2021	3500	1470
1124	476	24.07.2021	07.08.2021	27.07.2021	2500	1050
1125	754	24.07.2021	07.08.2021	24.10.2021	1500	2385
1126	1902	24.07.2021	07.08.2021	24.10.2021	500	795
1127	2088	24.07.2021	07.08.2021	25.11.2021	5000	10350
1128	41	25.07.2021	08.08.2021	20.08.2021	2000	1200
1129	759	25.07.2021	08.08.2021	02.08.2021	1000	420
1130	760	25.07.2021	08.08.2021	12.11.2021	5000	9300
1131	1518	25.07.2021	08.08.2021	11.09.2021	1500	1395
1132	1621	25.07.2021	08.08.2021	29.07.2021	2500	1050
1133	1963	25.07.2021	08.08.2021	25.09.2021	3000	3420
1134	758	26.07.2021	09.08.2021	24.11.2021	4500	9112.5
1135	2071	26.07.2021	09.08.2021	03.09.2021	4000	3180
1136	493	27.07.2021	10.08.2021	20.10.2021	5000	7425
1137	728	27.07.2021	10.08.2021	09.08.2021	500	210
1138	2063	27.07.2021	10.08.2021	11.08.2021	4000	1740
1139	447	28.07.2021	11.08.2021	06.11.2021	3000	5175
1140	624	28.07.2021	11.08.2021	03.10.2021	500	607.5
1141	768	28.07.2021	11.08.2021	25.11.2021	500	1005
1142	1656	28.07.2021	11.08.2021	09.10.2021	1000	1305
1143	2061	28.07.2021	11.08.2021	12.11.2021	3000	5445
1144	2082	28.07.2021	11.08.2021	18.09.2021	4000	3960
1145	1571	29.07.2021	12.08.2021		5000	28650
1146	2104	29.07.2021	12.08.2021	24.10.2021	4000	6060
1147	49	30.07.2021	13.08.2021	21.09.2021	3500	3517.5
1148	1762	30.07.2021	13.08.2021	30.07.2021	1000	420
1149	1797	30.07.2021	13.08.2021		4000	22860
1150	1841	30.07.2021	13.08.2021	28.09.2021	1000	1110
1151	1848	30.07.2021	13.08.2021		5000	28575
1152	1977	30.07.2021	13.08.2021	29.10.2021	1000	1575
1153	2091	30.07.2021	13.08.2021	27.09.2021	500	547.5
1154	2108	30.07.2021	13.08.2021	30.07.2021	500	210
1155	332	01.08.2021	15.08.2021	07.08.2021	500	210
1156	764	01.08.2021	15.08.2021	23.10.2021	2000	2910
1157	1369	01.08.2021	15.08.2021	03.08.2021	4500	1890
1158	1389	01.08.2021	15.08.2021	18.09.2021	1500	1395
1159	1395	01.08.2021	15.08.2021	04.08.2021	500	210
1160	1398	01.08.2021	15.08.2021	23.08.2021	5000	2700
1161	1449	01.08.2021	15.08.2021	16.09.2021	2000	1800
1162	2091	01.08.2021	15.08.2021		3500	19897.5
1163	2102	01.08.2021	15.08.2021	08.10.2021	3000	3690
1164	1734	02.08.2021	16.08.2021	02.11.2021	2500	3975
1165	1775	02.08.2021	16.08.2021	25.10.2021	3500	5145
1166	1808	02.08.2021	16.08.2021	21.10.2021	3000	4230
1167	1829	02.08.2021	16.08.2021	11.08.2021	3500	1470
1168	1836	02.08.2021	16.08.2021	16.09.2021	1500	1327.5
1169	2068	02.08.2021	16.08.2021		1000	5670
1170	2091	02.08.2021	16.08.2021	12.09.2021	4000	3300
1171	1589	03.08.2021	17.08.2021	20.08.2021	2000	930
1172	2048	03.08.2021	17.08.2021	24.08.2021	4500	2362.5
1173	2123	03.08.2021	17.08.2021	30.08.2021	3500	2152.5
1174	698	04.08.2021	18.08.2021	13.10.2021	4500	5670
1175	1559	04.08.2021	18.08.2021	06.09.2021	2500	1762.5
1176	1685	04.08.2021	18.08.2021	02.09.2021	3500	2257.5
1177	1937	04.08.2021	18.08.2021	16.09.2021	2500	2137.5
1178	1944	04.08.2021	18.08.2021	22.08.2021	2000	960
1179	2012	04.08.2021	18.08.2021		3500	19740
1180	2048	04.08.2021	18.08.2021	28.08.2021	2000	1140
1181	765	05.08.2021	19.08.2021	16.09.2021	4500	3780
1182	1857	05.08.2021	19.08.2021	26.09.2021	4500	4455
1183	1883	05.08.2021	19.08.2021	04.10.2021	3500	3885
1184	725	06.08.2021	20.08.2021	08.08.2021	3000	1260
1185	1546	06.08.2021	20.08.2021	13.09.2021	1000	780
1186	1633	06.08.2021	20.08.2021	21.08.2021	3500	1522.5
1187	1843	06.08.2021	20.08.2021	23.11.2021	4000	7380
1188	1919	06.08.2021	20.08.2021		4000	22440
1189	660	07.08.2021	21.08.2021	25.10.2021	3000	4185
1190	716	07.08.2021	21.08.2021		4000	22380
1191	1383	07.08.2021	21.08.2021	17.09.2021	2500	2062.5
1192	1450	07.08.2021	21.08.2021	09.10.2021	2000	2310
1193	1517	07.08.2021	21.08.2021	25.08.2021	5000	2400
1194	1639	07.08.2021	21.08.2021	18.09.2021	3500	2940
1195	1806	07.08.2021	21.08.2021		500	2797.5
1196	1416	08.08.2021	22.08.2021	19.11.2021	500	877.5
1197	1555	08.08.2021	22.08.2021	09.10.2021	1000	1140
1198	1564	08.08.2021	22.08.2021	15.10.2021	3000	3690
1199	2042	08.08.2021	22.08.2021	22.09.2021	500	442.5
1200	2098	08.08.2021	22.08.2021		1000	5580
1201	2125	08.08.2021	22.08.2021	16.08.2021	4500	1890
1202	769	09.08.2021	23.08.2021	19.11.2021	5000	8700
1203	801	09.08.2021	23.08.2021	27.08.2021	3000	1440
1204	2078	09.08.2021	23.08.2021		5000	27825
1205	2148	09.08.2021	23.08.2021	21.09.2021	3000	2565
1206	605	10.08.2021	24.08.2021	05.09.2021	5000	3000
1207	1846	10.08.2021	24.08.2021	13.08.2021	3000	1260
1208	1997	10.08.2021	24.08.2021	20.11.2021	1000	1740
1209	2020	10.08.2021	24.08.2021	24.11.2021	1500	2700
1210	2132	10.08.2021	24.08.2021	20.08.2021	5000	2100
1211	1875	11.08.2021	25.08.2021	18.08.2021	3500	1470
1212	2052	11.08.2021	25.08.2021	25.09.2021	3000	2655
1213	551	12.08.2021	26.08.2021	03.10.2021	4500	4455
1214	591	12.08.2021	26.08.2021	14.08.2021	5000	2100
1215	1696	12.08.2021	26.08.2021	27.09.2021	4500	4050
1216	1697	12.08.2021	26.08.2021	21.08.2021	2500	1050
1217	2105	12.08.2021	26.08.2021	13.11.2021	4500	7222.5
1218	145	13.08.2021	27.08.2021		4500	24772.5
1219	413	13.08.2021	27.08.2021	28.10.2021	4500	6075
1220	722	13.08.2021	27.08.2021	15.09.2021	500	352.5
1221	2008	13.08.2021	27.08.2021	18.08.2021	1500	630
1222	46	14.08.2021	28.08.2021	28.09.2021	3500	3097.5
1223	539	14.08.2021	28.08.2021	29.11.2021	1000	1815
1224	1502	14.08.2021	28.08.2021	24.08.2021	4000	1680
1225	1747	14.08.2021	28.08.2021	28.10.2021	1500	2002.5
1226	2088	14.08.2021	28.08.2021		3000	16470
1227	2170	14.08.2021	28.08.2021	28.11.2021	3500	6300
1228	17	15.08.2021	29.08.2021	10.09.2021	4500	2700
1229	590	15.08.2021	29.08.2021	30.08.2021	3500	1522.5
1230	626	15.08.2021	29.08.2021	20.11.2021	1500	2497.5
1231	1726	15.08.2021	29.08.2021	29.11.2021	3500	6300
1232	2100	15.08.2021	29.08.2021	29.10.2021	3000	4005
1233	735	16.08.2021	30.08.2021	30.09.2021	500	442.5
1234	1374	16.08.2021	30.08.2021	18.08.2021	1500	630
1235	1735	16.08.2021	30.08.2021	30.08.2021	1000	420
1236	1751	16.08.2021	30.08.2021	08.10.2021	500	502.5
1237	2139	16.08.2021	30.08.2021		3500	19110
1238	138	17.08.2021	31.08.2021	04.11.2021	3000	4185
1239	456	17.08.2021	31.08.2021		4500	24502.5
1240	2150	17.08.2021	31.08.2021		5000	27225
1241	2175	17.08.2021	31.08.2021	22.08.2021	4000	1680
1242	61	18.08.2021	01.09.2021	16.10.2021	3500	3832.5
1243	845	18.08.2021	01.09.2021	26.10.2021	2500	3112.5
1244	1456	18.08.2021	01.09.2021	23.11.2021	2500	4162.5
1245	1456	18.08.2021	01.09.2021	17.11.2021	2500	3937.5
1246	1462	18.08.2021	01.09.2021		5000	27150
1247	1752	18.08.2021	01.09.2021	07.09.2021	2500	1275
1248	1795	18.08.2021	01.09.2021	22.08.2021	3500	1470
1249	1918	18.08.2021	01.09.2021	11.09.2021	500	285
1250	1962	18.08.2021	01.09.2021	21.11.2021	3000	4905
1251	2076	18.08.2021	01.09.2021	22.09.2021	3000	2205
1252	611	19.08.2021	02.09.2021	11.10.2021	1500	1507.5
1253	633	19.08.2021	02.09.2021	29.09.2021	3500	2887.5
1254	1839	19.08.2021	02.09.2021		5000	27075
1255	1900	19.08.2021	02.09.2021	22.11.2021	5000	8175
1256	1936	19.08.2021	02.09.2021	03.11.2021	1500	2025
1257	1984	19.08.2021	02.09.2021	11.09.2021	500	277.5
1258	2052	19.08.2021	02.09.2021		1000	5415
1259	2173	19.08.2021	02.09.2021	24.09.2021	5000	3750
1260	1534	20.08.2021	03.09.2021	24.08.2021	500	210
1261	1550	20.08.2021	03.09.2021	22.08.2021	4000	1680
1262	1803	20.08.2021	03.09.2021	29.08.2021	500	210
1263	2140	20.08.2021	03.09.2021	01.11.2021	1500	1957.5
1264	2159	20.08.2021	03.09.2021	15.10.2021	3500	3675
1265	722	21.08.2021	04.09.2021	07.11.2021	1500	2070
1266	1349	21.08.2021	04.09.2021	07.09.2021	4500	2092.5
1267	1561	21.08.2021	04.09.2021	22.08.2021	4000	1680
1268	1713	21.08.2021	04.09.2021		2500	13462.5
1269	2183	21.08.2021	04.09.2021	10.09.2021	4000	2040
1270	2189	21.08.2021	04.09.2021		4000	21540
1271	682	22.08.2021	05.09.2021	12.10.2021	5000	4875
1272	815	22.08.2021	05.09.2021	16.10.2021	500	517.5
1273	1750	22.08.2021	05.09.2021	25.11.2021	2000	3270
1274	1898	22.08.2021	05.09.2021	24.09.2021	2000	1410
1275	2003	22.08.2021	05.09.2021	07.10.2021	3000	2700
1276	2022	22.08.2021	05.09.2021	29.08.2021	2500	1050
1277	2052	22.08.2021	05.09.2021	22.08.2021	4000	1680
1278	2173	22.08.2021	05.09.2021	21.11.2021	3500	5512.5
1279	2181	22.08.2021	05.09.2021	12.09.2021	2000	1050
1280	2191	22.08.2021	05.09.2021	14.10.2021	3000	3015
1281	49	23.08.2021	06.09.2021	08.09.2021	3000	1350
1282	146	23.08.2021	06.09.2021	08.09.2021	2000	900
1283	361	23.08.2021	06.09.2021	23.08.2021	500	210
1284	1433	23.08.2021	06.09.2021	01.11.2021	2000	2520
1285	1545	23.08.2021	06.09.2021	18.10.2021	4000	4200
1286	1941	23.08.2021	06.09.2021	06.11.2021	4500	6007.5
1287	2023	23.08.2021	06.09.2021	07.10.2021	1000	885
1288	2125	23.08.2021	06.09.2021	11.10.2021	4000	3780
1289	612	24.08.2021	07.09.2021		2000	10680
1290	2144	24.08.2021	07.09.2021		2000	10680
1291	2203	24.08.2021	07.09.2021		2000	10680
1292	528	25.08.2021	08.09.2021	14.10.2021	4000	3840
1293	1467	25.08.2021	08.09.2021	19.10.2021	5000	5175
1294	1700	25.08.2021	08.09.2021	01.10.2021	1000	765
1295	1973	25.08.2021	08.09.2021		3000	15975
1296	2085	25.08.2021	08.09.2021	28.09.2021	4000	2880
1297	80	26.08.2021	09.09.2021	23.09.2021	500	315
1298	573	26.08.2021	09.09.2021	06.11.2021	1500	1935
1299	862	26.08.2021	09.09.2021	03.10.2021	500	390
1300	865	26.08.2021	09.09.2021	30.08.2021	500	210
1301	1536	26.08.2021	09.09.2021	24.09.2021	4500	2902.5
1302	1738	26.08.2021	09.09.2021	30.09.2021	500	367.5
1303	2163	26.08.2021	09.09.2021		2500	13275
1304	762	27.08.2021	10.09.2021	12.10.2021	4500	4050
1305	870	27.08.2021	10.09.2021		3000	15885
1306	1353	27.08.2021	10.09.2021	10.09.2021	1500	630
1307	1609	27.08.2021	10.09.2021	10.10.2021	2000	1740
1308	1704	27.08.2021	10.09.2021	28.09.2021	3000	2070
1309	1720	27.08.2021	10.09.2021	02.10.2021	2000	1500
1310	1919	27.08.2021	10.09.2021		3500	18532.5
1311	2114	27.08.2021	10.09.2021	27.08.2021	4500	1890
1312	2181	27.08.2021	10.09.2021		2500	13237.5
1313	2201	27.08.2021	10.09.2021	17.10.2021	4500	4387.5
1314	2211	27.08.2021	10.09.2021		2500	13237.5
1315	2211	27.08.2021	10.09.2021	30.08.2021	500	210
1316	2213	27.08.2021	10.09.2021		5000	26475
1317	1399	28.08.2021	11.09.2021	20.10.2021	1000	1005
1318	1532	28.08.2021	11.09.2021		500	2640
1319	1610	28.08.2021	11.09.2021	22.10.2021	1000	1035
1320	2053	28.08.2021	11.09.2021	22.09.2021	500	292.5
1321	2153	28.08.2021	11.09.2021	28.08.2021	1000	420
1322	2213	28.08.2021	11.09.2021		3000	15840
1323	2229	28.08.2021	11.09.2021	29.08.2021	2500	1050
1324	846	29.08.2021	12.09.2021	29.08.2021	3500	1470
1325	1951	29.08.2021	12.09.2021	21.10.2021	4500	4522.5
1326	2049	29.08.2021	12.09.2021	11.11.2021	4500	5940
1327	2151	29.08.2021	12.09.2021	26.09.2021	1500	945
1328	2231	29.08.2021	12.09.2021		2500	13162.5
1329	230	30.08.2021	13.09.2021		3500	18375
1330	603	30.08.2021	13.09.2021		5000	26250
1331	701	30.08.2021	13.09.2021		1000	5250
1332	875	30.08.2021	13.09.2021	30.08.2021	5000	2100
1333	1617	30.08.2021	13.09.2021	22.09.2021	2000	1110
1334	1734	30.08.2021	13.09.2021	30.11.2021	5000	7950
1335	2151	30.08.2021	13.09.2021	11.09.2021	1000	420
1336	2160	30.08.2021	13.09.2021	22.09.2021	2500	1387.5
1337	2196	30.08.2021	13.09.2021	07.10.2021	5000	3900
1338	2206	30.08.2021	13.09.2021	24.10.2021	500	517.5
1339	2230	30.08.2021	13.09.2021	16.11.2021	1000	1380
1340	2233	30.08.2021	13.09.2021	11.09.2021	3500	1470
1341	1402	31.08.2021	14.09.2021	31.08.2021	3500	1470
1342	2238	31.08.2021	14.09.2021	25.11.2021	3500	5250
1343	178	01.09.2021	15.09.2021	07.10.2021	4500	3375
1344	300	01.09.2021	15.09.2021		4500	23490
1345	580	01.09.2021	15.09.2021	18.11.2021	500	690
1346	600	01.09.2021	15.09.2021		1500	7830
1347	809	01.09.2021	15.09.2021		1500	7830
1348	1699	01.09.2021	15.09.2021	03.10.2021	1500	1035
1349	1974	01.09.2021	15.09.2021	25.11.2021	4500	6682.5
1350	2189	01.09.2021	15.09.2021	13.11.2021	3000	3915
1351	767	02.09.2021	16.09.2021	26.09.2021	1000	570
1352	854	02.09.2021	16.09.2021		2000	10410
1353	1485	02.09.2021	16.09.2021		3000	15615
1354	1584	02.09.2021	16.09.2021	13.09.2021	2000	840
1355	1715	02.09.2021	16.09.2021	18.10.2021	2500	2250
1356	1791	02.09.2021	16.09.2021		2500	13012.5
1357	1968	02.09.2021	16.09.2021	27.09.2021	4500	2632.5
1358	1978	02.09.2021	16.09.2021	28.10.2021	2500	2625
1359	2003	02.09.2021	16.09.2021		2500	13012.5
1360	2041	02.09.2021	16.09.2021	22.09.2021	1500	765
1361	2128	02.09.2021	16.09.2021	13.11.2021	1500	1935
1362	2161	02.09.2021	16.09.2021	25.09.2021	5000	2775
1363	433	03.09.2021	17.09.2021	14.09.2021	3000	1260
1364	516	03.09.2021	17.09.2021		5000	25950
1365	749	03.09.2021	17.09.2021	27.11.2021	4000	5940
1366	842	03.09.2021	17.09.2021	24.10.2021	1000	975
1367	1773	03.09.2021	17.09.2021	23.09.2021	2500	1275
1368	1898	03.09.2021	17.09.2021	04.09.2021	1000	420
1369	1906	03.09.2021	17.09.2021	02.11.2021	1000	1110
1370	1994	03.09.2021	17.09.2021	26.11.2021	1500	2205
1371	2050	03.09.2021	17.09.2021	24.09.2021	500	262.5
1372	2078	03.09.2021	17.09.2021		5000	25950
1373	2121	03.09.2021	17.09.2021	25.11.2021	2000	2910
1374	2137	03.09.2021	17.09.2021	16.11.2021	1000	1320
1375	2240	03.09.2021	17.09.2021	08.09.2021	3500	1470
1376	187	04.09.2021	18.09.2021	19.09.2021	500	217.5
1377	392	04.09.2021	18.09.2021	27.09.2021	3500	1942.5
1378	640	04.09.2021	18.09.2021	19.11.2021	4500	6075
1379	655	04.09.2021	18.09.2021		2500	12937.5
1380	2261	04.09.2021	18.09.2021	25.09.2021	3500	1837.5
1381	123	05.09.2021	19.09.2021	12.10.2021	3000	2295
1382	1460	05.09.2021	19.09.2021		2500	12900
1383	1520	05.09.2021	19.09.2021		4500	23220
1384	1647	05.09.2021	19.09.2021		4000	20640
1385	2246	05.09.2021	19.09.2021	10.10.2021	500	367.5
1386	821	06.09.2021	20.09.2021	07.11.2021	1500	1710
1387	1520	06.09.2021	20.09.2021	10.09.2021	500	210
1388	1565	06.09.2021	20.09.2021	14.09.2021	5000	2100
1389	1695	06.09.2021	20.09.2021		1000	5145
1390	1833	06.09.2021	20.09.2021	25.09.2021	3500	1732.5
1391	2163	06.09.2021	20.09.2021	11.11.2021	1500	1800
1392	2180	06.09.2021	20.09.2021	19.09.2021	1500	630
1393	2195	06.09.2021	20.09.2021		2500	12862.5
1394	777	07.09.2021	21.09.2021	12.10.2021	3500	2572.5
1395	1355	07.09.2021	21.09.2021	16.11.2021	3500	4410
1396	1681	07.09.2021	21.09.2021	16.10.2021	2500	1987.5
1397	1849	07.09.2021	21.09.2021	26.09.2021	1500	742.5
1398	1923	07.09.2021	21.09.2021	25.11.2021	4500	6277.5
1399	2142	07.09.2021	21.09.2021	18.09.2021	4500	1890
1400	2262	07.09.2021	21.09.2021	26.11.2021	3000	4230
1401	310	08.09.2021	22.09.2021		5000	25575
